#sample_accession	run_accession	paired	Tissue	Sub_Tissue	Origin	Age_Days	Source
SRS332999	SRR599313	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS333022	SRR608002	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS333027	SRR603092	y	Lung	.Lung.	Adult.Tissue	.	old
SRS333036	SRR607775	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS333038	SRR598220	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333043	SRR600361	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS333045	SRR604098	y	Brain	.Brain_Cerebellar.Hemisphere.	Adult.Tissue	.	old
SRS333050	SRR601843	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS333051	SRR599025	n	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333055	SRR597927	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS333059	SRR601755	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS333121	SRR599225	y	Brain	.Brain_Cerebellar.Hemisphere.	Adult.Tissue	.	old
SRS333123	SRR602365	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS333162	SRR604074	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS333191	SRR607647	n	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS333207	SRR600385	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS333243	SRR607445	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS333250	SRR600724	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS333277	SRR608718	y	Brain	.Brain_Cerebellar.Hemisphere.	Adult.Tissue	.	old
SRS333278	SRR598148	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333298	SRR599412	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS333307	SRR600560	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS333310	SRR601900	y	Lung	.Lung.	Adult.Tissue	.	old
SRS333314	SRR598645	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS333328	SRR600632	y	Lung	.Lung.	Adult.Tissue	.	old
SRS333356	SRR607313	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333370	SRR603566	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333379	SRR602927	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS333380	SRR599448	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS333383	SRR608694	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS333403	SRR603496	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333405	SRR603596	y	Brain	.Brain_Cerebellar.Hemisphere.	Adult.Tissue	.	old
SRS333415	SRR607705	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS333420	SRR607970	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333422	SRR607611	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS333427	SRR604050	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS333429	SRR598196	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS333467	SRR608428	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333468	SRR603658	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS333472	SRR600348	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS333474	SRR606939	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333527	SRR598172	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333537	SRR600981	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS333541	SRR599486	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS333545	SRR602193	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS333555	SRR603834	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS333557	SRR598009	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS333572	SRR603918	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333574	SRR603800	y	Lung	.Lung.	Adult.Tissue	.	old
SRS333577	SRR601287	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS333584	SRR602808	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS333602	SRR598589	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS333604	SRR608174	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS333625	SRR604528	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS333628	SRR602217	n	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333631	SRR602034	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS333638	SRR602492	y	Lung	.Lung.	Adult.Tissue	.	old
SRS360123	SRR548611	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS360124	SRR548612	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS360125	SRR548613	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS369431	SRR592745	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS369432	SRR592746	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS369433	SRR592747	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS369434	SRR592748	n	Cornea	Cornea_Fetal.Endothelium	Fetal.Tissue	.	old
SRS369435	SRR592749	n	Cornea	Cornea_Fetal.Endothelium	Fetal.Tissue	.	old
SRS3729711	SRR7773397	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	10	GEO
SRS3729712	SRR7773398	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	10	GEO
SRS3729713	SRR7773399	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	10	GEO
SRS3729714	SRR7773400	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	20	GEO
SRS3729715	SRR7773401	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	20	GEO
SRS3729716	SRR7773402	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	35	GEO
SRS3729717	SRR7773403	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	35	GEO
SRS3729718	SRR7773404	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	35	GEO
SRS3729719	SRR7773405	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	69	GEO
SRS3729720	SRR7773406	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	69	GEO
SRS3729721	SRR7773407	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	69	GEO
SRS3729722	SRR7773408	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	111	GEO
SRS3729723	SRR7773409	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	111	GEO
SRS3729724	SRR7773410	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	111	GEO
SRS3729725	SRR7773411	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	128	GEO
SRS3729726	SRR7773412	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	128	GEO
SRS3729727	SRR7773413	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	128	GEO
SRS3729728	SRR7773414	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	158	GEO
SRS3729729	SRR7773415	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	158	GEO
SRS3729730	SRR7773416	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	173	GEO
SRS3729731	SRR7773417	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	173	GEO
SRS3729732	SRR7773418	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	173	GEO
SRS3729733	SRR7773419	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	181	GEO
SRS3729734	SRR7773420	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	181	GEO
SRS3729735	SRR7773421	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	181	GEO
SRS3729736	SRR7773422	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	200	GEO
SRS3729737	SRR7773423	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	200	GEO
SRS3729738	SRR7773424	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	200	GEO
SRS3729739	SRR7773425	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	250	GEO
SRS3729740	SRR7773426	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	250	GEO
SRS3729741	SRR7773427	n	Retina	Retina_3D.Organoid.Stem.Cell	Organoid	250	GEO
SRS374689	SRR612431	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374692	SRR612227	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374694	SRR612515	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374695	SRR612251	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374701	SRR612311	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS374705	SRR612563	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS374709	SRR612551	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374712	SRR612455	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS374714	SRR612299	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374715	SRR612380	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS374717	SRR612443	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS374718	SRR615299	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS374724	SRR615237	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS374725	SRR612395	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374727	SRR612503	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS374728	SRR615467	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS374729	SRR615802	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS374732	SRR615814	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374737	SRR615838	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS374741	SRR617841	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS374744	SRR613927	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS374749	SRR612695	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374768	SRR613090	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS374769	SRR612839	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374770	SRR612851	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374771	SRR613114	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS374772	SRR613006	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374777	SRR612899	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS374785	SRR612935	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS374788	SRR613807	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS374790	SRR612971	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374825	SRR614647	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS374836	SRR614539	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS374843	SRR614742	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS374868	SRR614155	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS374880	SRR613591	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS374898	SRR613699	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374899	SRR613879	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS374901	SRR613723	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS374903	SRR613843	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS374904	SRR613735	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS374905	SRR615213	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS374906	SRR613747	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS374907	SRR614310	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS374908	SRR613759	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS374910	SRR613771	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS374911	SRR615249	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS374914	SRR615874	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS374924	SRR614047	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS374951	SRR614563	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS374971	SRR615934	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS374981	SRR615683	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS374989	SRR615587	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS374994	SRR615647	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS374998	SRR615958	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS375002	SRR615056	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS377738	SRR627299	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS389017	SRR654921	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS389022	SRR654993	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS389040	SRR657683	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS389062	SRR655864	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS389103	SRR658307	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS389115	SRR658409	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS389134	SRR656288	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS389359	SRR657115	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS389364	SRR656994	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS389517	SRR657492	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS389523	SRR657420	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS389531	SRR657516	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS389539	SRR657973	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS389544	SRR657635	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS389595	SRR658645	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS389596	SRR659602	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS389597	SRR659756	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS389611	SRR658921	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS389616	SRR659013	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS389618	SRR658873	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS389646	SRR659484	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS389677	SRR659295	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS389718	SRR660776	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS389735	SRR660295	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS389760	SRR660638	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS389773	SRR665670	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS389787	SRR660945	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS389800	SRR661349	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS389818	SRR665334	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS389822	SRR661229	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS389825	SRR663585	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS389852	SRR661216	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS389859	SRR663344	y	Lung	.Lung.	Adult.Tissue	.	old
SRS389880	SRR662546	y	Brain	.Brain_Nucleus.accumbens.(basal.ganglia).	Adult.Tissue	.	old
SRS389883	SRR661493	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS389889	SRR661675	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS389893	SRR661723	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS389904	SRR662966	y	Lung	.Lung.	Adult.Tissue	.	old
SRS389911	SRR661639	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS389922	SRR661925	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS389933	SRR662091	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS389939	SRR662174	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS389975	SRR662725	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS389976	SRR662749	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS390015	SRR664854	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS390022	SRR664935	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS390607	SRR671954	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS390608	SRR671955	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS390609	SRR671956	n	Cornea	Cornea_Endothelium	Adult.Tissue	.	old
SRS390610	SRR671957	n	Cornea	Cornea_Stroma	Adult.Tissue	.	old
SRS402526	SRR786439	n	RPE	RPE_Fetal.Tissue	Fetal.Tissue	.	old
SRS402527	SRR786440	n	RPE	RPE_Stem.Cell.Line	Stem.Cell	.	old
SRS402528	SRR786441	n	RPE	RPE_Stem.Cell.Line	Stem.Cell	.	old
SRS402529	SRR786442	n	RPE	RPE_Stem.Cell.Line	Stem.Cell	.	old
SRS408134	SRR808130	y	Pituitary	.Pituitary.	Adult.Tissue	.	old
SRS408172	SRR808590	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS408181	SRR808752	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS408198	SRR808968	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS408235	SRR809444,SRR5125586,SRR5125587	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS408255	SRR809943	y	Kidney	.Kidney_Cortex.	Adult.Tissue	.	old
SRS408257	SRR809987	y	Adipose.Tissue	.Adipose_Visceral.(Omentum).	Adult.Tissue	.	old
SRS408258	SRR810007	y	Kidney	.Kidney_Cortex.	Adult.Tissue	.	old
SRS408281	SRR810319	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS408292	SRR810571,SRR5125577,SRR5125578	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS408302	SRR810805	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS408319	SRR811193	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS408385	SRR812773	y	Muscle	.Muscle_Skeletal.	Adult.Tissue	.	old
SRS408421	SRR813868	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS408436	SRR814108	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS408452	SRR814341	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS408455	SRR814407	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS408457	SRR814447	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS408473	SRR814768	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS408492	SRR814967	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS408497	SRR815092	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS408548	SRR815920,SRR5125538,SRR5125539	y	Pituitary	.Pituitary.	Adult.Tissue	.	old
SRS408635	SRR817094	y	Blood.Vessel	.Artery_Tibial.	Adult.Tissue	.	old
SRS408664	SRR817715,SRR5125370,SRR5125371	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS408666	SRR817751	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS408677	SRR817856,SRR5125536,SRR5125535	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS408678	SRR817880	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS408695	SRR818146,SRR5125353,SRR5125352	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS408705	SRR818270	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS408712	SRR818396	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS408724	SRR818523	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS408781	SRR819346	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS408795	SRR819583	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS408811	SRR819820	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS408820	SRR819975	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS408837	SRR820256	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS408851	SRR820468,SRR5125410,SRR5125409	y	Brain	.Brain_Cerebellum.	Adult.Tissue	.	old
SRS408873	SRR820810	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS408909	SRR821388	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS408915	SRR821468	y	Brain	.Brain_Cerebellar.Hemisphere.	Adult.Tissue	.	old
SRS523795	SRR1067929,SRR1067928	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523798	SRR1067930	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523800	SRR1067932	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523802	SRR1067934	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523803	SRR1067936	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523804	SRR1067937	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523806	SRR1067939	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523807	SRR1067940	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523809	SRR1067942	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523811	SRR1067943	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523812	SRR1067944	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523813	SRR1067946	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523815	SRR1067948	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523818	SRR1067951	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523833	SRR1067970	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523835	SRR1067973	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523838	SRR1067975	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523840	SRR1067977	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523842	SRR1067979	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523847	SRR1067983	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523848	SRR1067984	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523849	SRR1067985	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523850	SRR1067986	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523853	SRR1067987	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523854	SRR1067988	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523856	SRR1067989	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523858	SRR1067991	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523860	SRR1067993	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523863	SRR1067996	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523900	SRR1067999	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS523901	SRR1068000	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	old
SRS523902	SRR1068136	y	RPE	RPE_Adult.Tissue	Adult.Tissue	.	old
SRS524203	SRR1068953	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS524218	SRR1069303	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS524225	SRR1069445	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524233	SRR1069638	y	Adipose.Tissue	.Adipose_Visceral.(Omentum).	Adult.Tissue	.	old
SRS524256	SRR1070184	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS524280	SRR1070764	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS524287	SRR1070913	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS524320	SRR1071568	y	Lung	.Lung.	Adult.Tissue	.	old
SRS524324	SRR1071668	y	Liver	.Liver.	Adult.Tissue	.	old
SRS524328	SRR1071761	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS524335	SRR1071931	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS524387	SRR1073217	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS524398	SRR1073459	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS524429	SRR1074289	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS524440	SRR1074526	y	Spleen	.Spleen.	Adult.Tissue	.	old
